 ,week_days_found,current Weekday,month_found,current month,date_found,current date,time_found,current time,day_match,month_match,date_match,time_match,result,comments,
\P 01h-02h DIMANCHE 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,06h30-07h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 01h-02h LUNDI 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,09h30-21h,,FALSE,,,TRUE,{'result': 0},,
\P 01h-07h,"[0, 1, 2, 3, 4]",,[],,[],,08h-16h,,FALSE,,,TRUE,{'result': 0},,
\P 04h-05h 16h30-23h30 EXCEPTE SERVICES ET CANTINES COMMUNAUTAIRES AUTORISÃ‰S,"[0, 1, 2, 3, 4]",,[],,[],,15h30-17h30,,FALSE,,,FALSE,{'result': 0},,
\P 05h-09h,"[0, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,12h30-13h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 06h-07h 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,09h-16h,,FALSE,,,TRUE,{'result': 0},,
\P 06h-07h 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,08h-16h,,FALSE,,,TRUE,{'result': 0},,
\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,,,,,,,08h-16h,,,,,,{'result': 0},,
\P 06h-07h LUN. AU VEN. 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,"['08h-09h30', '16h-18h30']",,FALSE,,,FALSE,{'result': 0},,
\P 06h-07h LUN. MER. VEN. 1 MARS AU 1 DEC.,[0],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,10h30-11h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 06h-07h LUN. MER. VEN. SAM. 1 AVRIL AU 1 DEC.,,,,,,,07h-17h,,,,,,{'result': 0},,
\P 06h-07h LUNDI 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4, 5]",,[],,[],,09h-21h,,TRUE,,,TRUE,{'result': 1},,
"\P 06h-07h LUNDI, JEUDI, 1 AVRIL AU 1 DEC.","[0, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h-08h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
"\P 06h-07h LUNDI, JEUDI, 1 MARS AU 1 DEC.",[],,"[5, 6, 7, 8, 9, 10, 11]",,"[1, 1]",,[],,,FALSE,FALSE,,{'result': 0},,
\P 06h-07h MARDI 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4, 5]",,[],,[],,09h30-16h,,TRUE,,,TRUE,{'result': 1},,
\P 06h-07h MERCREDI 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,07h-09h,,FALSE,,,FALSE,{'result': 0},,
\P 06h-07h VENDREDI 1 AVRIL AU 1 DEC.,[4],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,19h30-20h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 06h-15h LUN. AU VEN.,,,,,,,,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 06h-16h LUN. AU VEN.,"[0, 1, 2, 3, 4]",,[],,[],,09h-18h,,FALSE,,,TRUE,{'result': 0},,
\P 06h-18h LUN A VEN.,,,,,,,,,FALSE,,,TRUE,{'result': 0},,
\P 06h30-07h30 1 MARS AU 1 DEC.,"[0, 3]",,[],,[],,09h-17h,,FALSE,,,TRUE,{'result': 0},,
\P 06h30-07h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.,"[1, 4]",,[],,[],,09h30-17h,,FALSE,,,TRUE,{'result': 0},,
\P 06h30-07h30 LUN. AU VEN. 1 MARS AU 1 DEC.,,,,,,,17h-08h,,,,,,{'result': 0},,
\P 06h30-07h30 LUN. JEU. 1 AVIL AU 1 DEC.,"[1, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,12h30-13h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 06h30-07h30 LUN. JEU. 1 MARS AU 1 DEC.,"[1, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,19h30-20h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 06h30-07h30 LUNDI 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h-08h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 06h30-07h30 MAR. JEU. 1 AVRIL AU 1 DEC,[],,[],,[],,03h,,,,,TRUE,{'result': 1},,
\P 06h30-07h30 MAR. JEU. 1 MARS AU 1 DEC,,,,,,,,,,,,TRUE,{'result': 0},,
\P 06h30-07h30 MAR. VEN. 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,07h-17h,,FALSE,,,TRUE,{'result': 0},,
\P 06h30-07h30 MAR. VEN. 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,09h30-18h,,FALSE,,,TRUE,{'result': 0},,
\P 06h30-07h30 MARDI 1 AVRIL AU 1 DEC.,[],,[],,[],,15h-21h,,,,,TRUE,{'result': 1},,
\P 06h30-07h30 MERCREDI 1 AVRIL AU 1 DEC.,"[1, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,13h30-14h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 06h30-08h30 LUN A VEN 1 AVRIL AU 1 DEC,"[0, 1, 2, 3, 4]",,[],,[],,"['08h-09h30', '16h-18h']",,FALSE,,,FALSE,{'result': 0},,
\P 06h30-16h LUN. AU VEN.,"[0, 1, 2, 3, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h-09h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 06h30-18h,[3],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,14h30-15h30,,FALSE,FALSE,FALSE,TRUE,{'result': 0},,
\P 06h30-18h LUN AU VEN.,"[0, 1, 2, 3, 4, 5]",,[],,[],,09h-20h,,TRUE,,,TRUE,{'result': 1},,
\P 07h-08h 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,"['06h30-09h30', '15h30-18h30']",,FALSE,,,FALSE,{'result': 0},,
\P 07h-08h 1 MARS AU 1 DEC.,[4],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,10h30-11h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-08h JEU. 1 AVRIL AU 1 DEC.,[3],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,12h-13h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-08h JEU. 1 MARS AU 1 DEC.,,,,,,,,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-08h LUN. 1 AVRIL AU 1 DEC.,[3],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,13h30-14h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-08h LUN. 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,15h-18h,,FALSE,,,TRUE,{'result': 0},,
\P 07h-08h LUN. AU VEN.,,,,,,,18h-09h,,,,,,{'result': 0},,
\P 07h-08h LUN. AU VEN. 1 AVRIL AU 1 DEC.,[1],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,13h30-14h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-08h LUN. AU VEN. 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h30-08h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-08h LUN. JEU. 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4, 5]",,[],,[],,"['09h-18h', '09h-21h']",,TRUE,,,TRUE,{'result': 1},,
\P 07h-08h LUN. JEU. 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,"['05h30-09h', '16h-18h30']",,FALSE,,,FALSE,{'result': 0},,
\P 07h-08h LUN. MER. 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,08h-09h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-08h LUN. MER. 1 MARS AU 1 DEC.,,,,,,,17h-09h,,,,,,{'result': 0},,
\P 07h-08h LUN. MER. VEN. SAM. 1 AVRIL AU 1 DEC.,"[0, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,19h-24h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-08h MAR. 1 AVRIL AU 1 DEC.,"[0, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,19h-20h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-08h MAR. JEU. 1 AVRIL AU 1 DEC.,,,,,,,08h-21h30,,,,,,{'result': 0},,
\P 07h-08h MAR. JEU. 1 MARS AU 1 DEC.,"[0, 2]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h30-08h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-08h MAR. VEN. 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,07h-16h,,FALSE,,,TRUE,{'result': 0},,
\P 07h-08h MAR. VEN. 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,08h-19h,,FALSE,,,TRUE,{'result': 0},,
\P 07h-08h MER. 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4, 5]",,[],,[],,16h-23h,,TRUE,,,FALSE,{'result': 0},,
\P 07h-08h MER. 1 MARS AU 1 DEC.,"[1, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,12h30-13h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-08h MER. VEN. 1 AVRIL AU 1 DEC.,[],,[],,[],,08h-16h,,,,,TRUE,{'result': 1},,
\P 07h-08h VEN. 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,"['07h-09h30', '16h-18h30']",,FALSE,,,FALSE,{'result': 0},,
"\P 07h-08h, 14h30-15h30 LUN A VEN SEPT. A JUIN",[2],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,13h-14h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-09h 16h-18h LUN AU VEN,"[0, 1, 2, 3, 4]",,[],,[],,09h30-10h30,,FALSE,,,FALSE,{'result': 0},,
\P 07h-09h JEUDI 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4, 5]",,[2],,[22],,"['02h-09h30', '15h']",,TRUE,FALSE,FALSE,TRUE,{'result': 0},,
\P 07h-09h LUN ET MER 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4, 5]",,[],,[],,07h-18h,,TRUE,,,TRUE,{'result': 1},,
\P 07h-09h LUN ET MER 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[2],,[8],,"['02h-08h', '16h']",,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-09h LUN. AU VEN.,"[1, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,13h-14h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.,[0],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,12h30-13h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-09h LUN. AU VEN. 1 MARS AU 1 DEC.,[],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,[],,,FALSE,FALSE,,{'result': 0},,
\P 07h-09h LUN. MER. 1 AVRIL AU 1 DEC.,"[1, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h-09h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-09h LUN. MER. 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,15h30-18h30,,FALSE,,,FALSE,{'result': 0},,
\P 07h-09h LUN. MER. VEN. 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,09h30-16h,,FALSE,,,TRUE,{'result': 0},,
\P 07h-09h LUNDI 1 AVRIL AU 1 DEC.,"[1, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,19h-20h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-09h LUNDI JEUDI 1 AVRIL AU 1 DEC.,"[0, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,20h-21h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-09h LUNDI JEUDI 1 MARS AU 1 DEC.,[2],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,13h30-14h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-09h MAR. ET VEN. 1er AVRIL AU 1er DEC.,"[1, 2, 4]",,[],,[],,09h-17h,,FALSE,,,TRUE,{'result': 0},,
\P 07h-09h MAR. ET VEN. 1er MARS AU 1er DEC.,[],,"[6, 7, 8, 9]",,"[1, 30]",,[],,,FALSE,FALSE,,{'result': 0},,
\P 07h-09h MAR. JEU. 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,"['07h30-9h', '14h30-16h30']",,FALSE,,,TRUE,{'result': 0},,
\P 07h-09h MAR. JEU. 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,08h-18h,,FALSE,,,TRUE,{'result': 0},,
\P 07h-09h MAR. JEU. DIM. 1 AVRIL AU 1 DEC.,"[1, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,13h30-14h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-09h MARDI 1 AVRIL AU 1 DEC.,,,,,,,,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-09h MERCREDI 1 AVRIL AU 1 DEC.,[],,[],,[],,17h-23h,,,,,FALSE,{'result': 0},,
"\P 07h-09h, 14h-16h LUN AU VEN SEPT. A JUIN","[0, 1, 2, 3, 4]",,[1],,[2],,09h30-17h,,FALSE,TRUE,FALSE,TRUE,{'result': 0},,
"\P 07h-09h, 15h-18h LUN AU VEN SEPT. A JUIN","[0, 1, 2, 3, 4]",,[],,[],,07h-09h30,,FALSE,,,FALSE,{'result': 0},,
\P 07h-09h30 LUN A VEN,"[0, 1, 2, 3, 4]",,[2],,[8],,"['02h-8h', '17h']",,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-10h  LUN A VEN,[],,"[4, 5, 6, 7, 8, 9, 10, 11]",,"[1, 15]",,[],,,FALSE,FALSE,,{'result': 0},,
\P 07h-10h VEN. 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[2],,[9],,"['02h-09h', '18h']",,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-12h LUN. AU VEN.,[0],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,18h-19h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-12h SAMEDI,,,,,,,08h-19h,,,,,,{'result': 0},,
\P 07h-14h30 LUN A VEN,"[0, 1, 2, 3, 4]",,[],,[],,08h-19h,,FALSE,,,TRUE,{'result': 0},,
\P 07h-15h30 LUN A SAM,[0],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,12h-13h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-15h30 LUN. AU VEN.,"[1, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,22h-23h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-16h,[1],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,11h-12h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-16h JOURS D'ECOLE,"[1, 4]",,[2],,[9],,"['2h-09h', '17h']",,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-16h LUN A VEN ET 07h-12h SAMEDI,"[0, 1, 2, 3, 4]",,[],,[],,08h-22h,,FALSE,,,TRUE,{'result': 0},,
\P 07h-16h LUN ET MER ET JEU,"[0, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,17h30-18h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-16h LUN. AU VEN.,,,,,,,09h-18h,,,,,,{'result': 0},,
\P 07h-17h,[2],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h-08h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-17h JOURS D'ECOLE,[],,[],,[],,17h-21h,,,,,FALSE,{'result': 0},,
\P 07h-17h LUN A VEN SEPT. A JUIN,[],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h-08h,,,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-17h LUN. AU VEN.,"[0, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,11h-12h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-18h,"[0, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,11h30-12h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-18h LUN. AU SAM.,[1],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,08h-09h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-18h LUN. AU VEN.,[],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h30-08h30,,,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-19h,"[0, 1, 2, 3, 4]",,[],,[],,09h30-15h30,,FALSE,,,TRUE,{'result': 0},,
\P 07h-19h (TEMPORAIRE - PLANCHE),"[1, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,06h30-07h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-19h CLIGNOTANT 19h-07h FIXE,"[0, 1, 2, 3, 4]",,[],,[],,"['06h-09h30', '15h-18h30']",,FALSE,,,TRUE,{'result': 0},,
\P 07h-19h CLIGNOTANT 22h-07h FIXE,"[0, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,22h30-23h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-19h LUNDI 1 AVRIL AU 1 DEC.,"[0, 2]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,09h30-10h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-19h MARDI,,,,,,,,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-19h MARDI 1 MARS AU 1 DEC.,"[1, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h-09h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-19h MERCREDI,,,,,,,,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h-21h EXCEPTE TAXIS,,,,,,,09h30-13h,,,,,,{'result': 0},,
\P 07h-22h,,,,,,,,,,,,,{'result': 0},,
\P 07h-24h,"[0, 1, 2, 3, 4]",,[],,[],,15h30-18h,,FALSE,,,FALSE,{'result': 0},,
\P 07h30-08h30  SAM ET DIM  1 AVRIL AU 1 DEC.,,,,,,,,,FALSE,,,FALSE,{'result': 0},,
\P 07h30-08h30  SAM ET DIM  1 MARS AU 1 DEC.,[2],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,10h30-11h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h30-08h30 1 AVRILS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[2],,[22],,"['02h-09h30', '15h30']",,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h30-08h30 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,08h-09h,,FALSE,,,FALSE,{'result': 0},,
\P 07h30-08h30 JEU. 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,09h30-16h,,FALSE,,,TRUE,{'result': 0},,
\P 07h30-08h30 JEU. 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,"['07h-09h30', '16h-18h']",,FALSE,,,FALSE,{'result': 0},,
\P 07h30-08h30 LUN. 1 AVRIL AU 1 DEC.,[],,[1],,[2],,17h-23h,,,TRUE,FALSE,FALSE,{'result': 0},,
\P 07h30-08h30 LUN. 1 MARS AU 1 DEC.,"[0, 3]",,[],,[],,10h30-11h30,,FALSE,,,FALSE,{'result': 0},,
\P 07h30-08h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.,"[0, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,07h30-08h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h30-08h30 LUN. AU VEN. 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,11h-18h,,FALSE,,,TRUE,{'result': 0},,
\P 07h30-08h30 LUN. JEU. 1 AVRIL AU 1 DEC.,"[0, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,06h30-07h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h30-08h30 LUN. JEU. 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4, 5]",,[],,[],,09h30-18h,,TRUE,,,TRUE,{'result': 1},,
\P 07h30-08h30 LUN. MER. 1 AVRIL AU 1 DEC.,,,,,,,,,TRUE,,,TRUE,{'result': 0},,
\P 07h30-08h30 LUN. MER. 1 MARS AU 1 DEC.,[],,[],,[],,07h-19h,,,,,TRUE,{'result': 1},,
\P 07h30-08h30 LUN. MER. VEN. 1 MARS AU 1 DEC.,[],,[],,[],,18h-07h,,,,,FALSE,{'result': 0},,
\P 07h30-08h30 MAR. 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,09h-18h,,FALSE,,,TRUE,{'result': 0},,
\P 07h30-08h30 MAR. 1 MARS AU 1 DEC.,,,,,,,,,FALSE,,,TRUE,{'result': 0},,
\P 07h30-08h30 MAR. JEU. 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,09h30-18h,,FALSE,,,TRUE,{'result': 0},,
\P 07h30-08h30 MAR. VEN. 1 AVRIL AU 1 DEC.,,,,,,,10h-22h30,,,,,,{'result': 0},,
\P 07h30-08h30 MAR. VEN. 1 MARS AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,"['08h-09h30', '15h-18h30']",,FALSE,,,TRUE,{'result': 0},,
\P 07h30-08h30 MER. 1 AVRIL AU 1 DEC.,[],,[],,[],,[],,,,,,{'result': 1},,
\P 07h30-08h30 MER. 1 MARS AU 1 DEC.,[],,[1],,[2],,09h30-23h,,,TRUE,FALSE,TRUE,{'result': 0},,
\P 07h30-08h30 MER. VEN. 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4, 5]",,[],,[],,08h-16h,,TRUE,,,TRUE,{'result': 1},,
\P 07h30-08h30 VEN. 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,"['07h-09h', '16h-18h']",,FALSE,,,FALSE,{'result': 0},,
"\P 07h30-08h30, 14h-15h LUN AU VEN SEPT. A JUIN",[],,[2],,[9],,"['02h-09h', '21h']",,,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h30-09h ET 14h30-16h30 LUN. AU VEN.,[],,"[4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,[],,,FALSE,FALSE,,{'result': 0},,
\P 07h30-09h JEUDI 1 AVRIL AU 1 DEC.,"[1, 4]",,[],,[],,10h30-11h30,,FALSE,,,FALSE,{'result': 0},,
\P 07h30-09h LUNDI 1 AVRIL AU 1 DEC.,[],,[9],,[2],,23h,,,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h30-09h MARDI 1 AVRIL AU 1 DEC.,,,,,,,08h-24h,,,,,,{'result': 0},,
\P 07h30-09h MERCREDI 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,09h-15h30,,FALSE,,,TRUE,{'result': 0},,
\P 07h30-09h MERCREDI 1 MARS AU 1 DEC.,,,,,,,19h-07h,,,,,,{'result': 0},,
\P 07h30-09h30 ET 15h30-18h  LUN A VEN,"[1, 2, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,21h-22h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h30-09h30 JEUDI 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,08h-17h,,FALSE,,,TRUE,{'result': 0},,
\P 07h30-09h30 MARDI 1 AVRIL AU 1 DEC.,[],,[],,[],,13h-16h,,,,,TRUE,{'result': 1},,
\P 07h30-09h30 MERCREDI 1 AVRIL AU 1 DEC.,"[1, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,11h30-12h30,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h30-10h30 MER. 1 AVRIL AU 1 DEC.,"[0, 1, 2, 3, 4]",,[],,[],,09h30-12h,,FALSE,,,FALSE,{'result': 0},,
\P 07h30-15h JOURS D'ECOLE,"[0, 3]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,23h-24h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h30-16h JOURS D'ECOLE,[],,[],,[],,09h-21h,,,,,TRUE,{'result': 1},,
\P 07h30-16h LUN. AU VEN.,[4],,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,12h-13h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h30-17h JOURS D'ECOLE,"[0, 1, 2, 3, 4, 5]",,[],,[],,09h-18h,,TRUE,,,TRUE,{'result': 1},,
\P 07h30-18h,"[2, 4]",,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",,"[1, 1]",,09h-10h,,FALSE,FALSE,FALSE,FALSE,{'result': 0},,
\P 07h30-18h JOURS D'ECOLE,"[0, 1, 2, 3, 4, 5]",,[],,[],,07h30-19h,,TRUE,,,TRUE,{'result': 1},,
